Unnamed: 0,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)","pH, water, unfiltered, field, standard units (Maximum)","pH, water, unfiltered, field, standard units (Minimum)","Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)","Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)","Dissolved oxygen, water, unfiltered, milligrams per liter (Maximum)","Dissolved oxygen, water, unfiltered, milligrams per liter (Mean)","Dissolved oxygen, water, unfiltered, milligrams per liter (Minimum)","Temperature, water, degrees Celsius (Mean)","Temperature, water, degrees Celsius (Minimum)","Temperature, water, degrees Celsius (Maximum)",Water Quality,Training,Location ID,Date
10,0.0057309941520467,0.8846153846153847,0.0040471512770137,0.00443359375,0.6842105263157895,0.8414634146341464,0.7727272727272727,0.7952755905511811,0.290625,0.2788461538461538,0.2906976744186046,0.6481481481481481,True,2203950,2016-01-28
47,0.0040155945419103,0.8846153846153847,0.0039292730844793,0.00396484375,0.7105263157894738,0.8414634146341464,0.7954545454545455,0.7952755905511811,0.265625,0.2307692307692307,0.2761627906976744,0.6481481481481481,True,2203950,2016-01-29
84,0.0039766081871345,0.8846153846153847,0.0039292730844793,0.00392578125,0.7171052631578948,0.8414634146341464,0.8030303030303031,0.8031496062992126,0.265625,0.2211538461538461,0.2906976744186046,0.6481481481481481,True,2203950,2016-01-30
121,0.0039181286549707,0.8846153846153847,0.0039096267190569,0.00390625,0.6907894736842105,0.8414634146341464,0.7803030303030304,0.7716535433070867,0.303125,0.2692307692307693,0.3255813953488372,0.6481481481481481,True,2203950,2016-01-31
158,0.0038986354775828,0.8846153846153847,0.0038506876227897,0.0038671875,0.6447368421052633,0.8414634146341464,0.7272727272727273,0.7322834645669293,0.38125,0.358974358974359,0.3895348837209302,0.6481481481481481,True,2203950,2016-02-01
195,0.0039376218323586,0.8846153846153847,0.0038506876227897,0.00388671875,0.631578947368421,0.8414634146341464,0.7045454545454546,0.6929133858267718,0.428125,0.4006410256410256,0.4476744186046512,0.6481481481481481,True,2203950,2016-02-02
232,0.003859649122807,0.782051282051282,0.000746561886051,0.0020703125,0.6052631578947368,0.7804878048780489,0.6742424242424243,0.6850393700787402,0.46875,0.4391025641025641,0.4738372093023256,0.6388888888888888,True,2203950,2016-02-03
269,0.0030604288499025,0.782051282051282,0.000746561886051,0.0020703125,0.6052631578947368,0.7804878048780489,0.6742424242424243,0.6850393700787402,0.46875,0.4391025641025641,0.4738372093023256,0.6388888888888888,True,2203950,2016-02-04
306,0.0033723196881091,0.8717948717948718,0.0030844793713163,0.00328125,0.7105263157894738,0.8292682926829269,0.787878787878788,0.7716535433070867,0.275,0.2435897435897435,0.3052325581395348,0.6388888888888888,True,2203950,2016-02-05
343,0.0034892787524366,0.8717948717948718,0.0033988212180746,0.00345703125,0.7302631578947368,0.8414634146341464,0.8106060606060606,0.8188976377952757,0.25,0.2147435897435897,0.2645348837209302,0.6481481481481481,True,2203950,2016-02-06
380,0.0035867446393762,0.8717948717948718,0.0034970530451866,0.00353515625,0.7302631578947368,0.8414634146341464,0.8106060606060606,0.8110236220472442,0.246875,0.2083333333333333,0.2674418604651162,0.6481481481481481,True,2203950,2016-02-07
417,0.0036647173489278,0.8846153846153847,0.003614931237721,0.0036328125,0.7171052631578948,0.8414634146341464,0.8030303030303031,0.8110236220472442,0.25,0.2243589743589743,0.2558139534883721,0.6481481481481481,True,2203950,2016-02-08
454,0.0036842105263157,0.8846153846153847,0.0036738703339882,0.003671875,0.7368421052631579,0.8414634146341464,0.8257575757575758,0.8188976377952757,0.215625,0.1826923076923077,0.2383720930232558,0.6481481481481481,True,2203950,2016-02-09
491,0.0037037037037037,0.8846153846153847,0.0036935166994106,0.00369140625,0.7828947368421053,0.853658536585366,0.8787878787878788,0.8818897637795275,0.159375,0.1314102564102564,0.1715116279069767,0.6481481481481481,True,2203950,2016-02-10
528,0.0038791423001949,0.8846153846153847,0.0036935166994106,0.0037109375,0.7697368421052632,0.853658536585366,0.8636363636363638,0.8503937007874017,0.190625,0.1474358974358974,0.2267441860465116,0.6574074074074073,True,2203950,2016-02-11
565,0.004541910331384,0.8846153846153847,0.0038506876227897,0.0041015625,0.7368421052631579,0.853658536585366,0.8257575757575758,0.8188976377952757,0.240625,0.2019230769230769,0.2732558139534884,0.6481481481481481,True,2203950,2016-02-12
602,0.0039766081871345,0.8846153846153847,0.0038310412573673,0.0038671875,0.743421052631579,0.853658536585366,0.8333333333333334,0.8188976377952757,0.228125,0.2051282051282051,0.2616279069767442,0.6481481481481481,True,2203950,2016-02-13
639,0.0041325536062378,0.8974358974358975,0.0036345776031434,0.00380859375,0.7763157894736843,0.853658536585366,0.8636363636363638,0.8661417322834646,0.190625,0.1538461538461538,0.2151162790697674,0.6574074074074073,True,2203950,2016-02-14
676,0.003625730994152,0.8717948717948718,0.0012966601178781,0.0034765625,0.7631578947368421,0.853658536585366,0.8484848484848485,0.8582677165354331,0.2125,0.1955128205128205,0.2238372093023256,0.6574074074074073,True,2203950,2016-02-15
713,0.0026120857699805,0.8461538461538461,0.0013163064833005,0.0019140625,0.7565789473684211,0.8170731707317074,0.7954545454545455,0.7559055118110236,0.265625,0.2147435897435897,0.3081395348837209,0.6296296296296295,True,2203950,2016-02-16
750,0.0031384015594541,0.8461538461538461,0.0026326129666011,0.00287109375,0.6776315789473685,0.8170731707317074,0.7575757575757576,0.7559055118110236,0.303125,0.2756410256410256,0.3168604651162791,0.6296296296296295,True,2203950,2016-02-17
787,0.0033723196881091,0.858974358974359,0.0031434184675834,0.00326171875,0.7105263157894738,0.8292682926829269,0.7803030303030304,0.7874015748031497,0.278125,0.2307692307692307,0.3023255813953489,0.6388888888888888,True,2203950,2016-02-18
824,0.0033723196881091,0.8717948717948718,0.003320235756385,0.00333984375,0.6973684210526316,0.8414634146341464,0.7727272727272727,0.7637795275590551,0.296875,0.25,0.3255813953488372,0.6388888888888888,True,2203950,2016-02-19
861,0.0034307992202729,0.8717948717948718,0.0033988212180746,0.00341796875,0.6710526315789473,0.8414634146341464,0.7500000000000001,0.7480314960629921,0.328125,0.2980769230769231,0.3430232558139535,0.6388888888888888,True,2203950,2016-02-20
898,0.0034697855750487,0.8717948717948718,0.003418467583497,0.0034375,0.638157894736842,0.8414634146341464,0.7196969696969697,0.6929133858267718,0.378125,0.3653846153846154,0.3837209302325581,0.6388888888888888,True,2203950,2016-02-21
935,0.0034307992202729,0.8333333333333334,0.0016502946954813,0.00255859375,0.618421052631579,0.8170731707317074,0.6818181818181819,0.6771653543307087,0.425,0.4166666666666667,0.4186046511627907,0.6388888888888888,True,2203950,2016-02-22
972,0.002027290448343,0.8205128205128206,0.0010805500982318,0.00154296875,0.631578947368421,0.7926829268292683,0.7045454545454546,0.7165354330708662,0.41875,0.3974358974358974,0.4040697674418605,0.611111111111111,True,2203950,2016-02-23
1009,0.0022222222222222,0.8076923076923077,0.0010216110019646,0.001484375,0.638157894736842,0.7926829268292683,0.7121212121212122,0.7244094488188976,0.403125,0.3653846153846154,0.4011627906976744,0.611111111111111,True,2203950,2016-02-24
1046,0.0030604288499025,0.8461538461538461,0.0022396856581532,0.00271484375,0.6710526315789473,0.8292682926829269,0.7500000000000001,0.7559055118110236,0.334375,0.3173076923076923,0.3401162790697674,0.6296296296296295,True,2203950,2016-02-25
1083,0.003391812865497,0.8717948717948718,0.0030844793713163,0.00326171875,0.6973684210526316,0.8414634146341464,0.7803030303030304,0.7874015748031497,0.30625,0.2692307692307693,0.3284883720930233,0.6481481481481481,True,2203950,2016-02-26
1120,0.0035672514619883,0.8717948717948718,0.003418467583497,0.003515625,0.7039473684210527,0.8414634146341464,0.7803030303030304,0.7716535433070867,0.30625,0.2564102564102564,0.3372093023255814,0.6574074074074073,True,2203950,2016-02-27
1157,0.0036062378167641,0.8717948717948718,0.0035756385068762,0.00357421875,0.6973684210526316,0.8414634146341464,0.7651515151515151,0.7559055118110236,0.325,0.2628205128205128,0.3662790697674418,0.6574074074074073,True,2203950,2016-02-28
1194,0.0037816764132553,0.8717948717948718,0.0036345776031434,0.00369140625,0.6644736842105263,0.8292682926829269,0.7348484848484849,0.7244094488188976,0.3875,0.3365384615384615,0.4273255813953488,0.6481481481481481,True,2203950,2016-02-29
