Unnamed: 0,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)","pH, water, unfiltered, field, standard units (Maximum)","pH, water, unfiltered, field, standard units (Minimum)","Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)","Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)","Dissolved oxygen, water, unfiltered, milligrams per liter (Maximum)","Dissolved oxygen, water, unfiltered, milligrams per liter (Mean)","Dissolved oxygen, water, unfiltered, milligrams per liter (Minimum)","Temperature, water, degrees Celsius (Mean)","Temperature, water, degrees Celsius (Minimum)","Temperature, water, degrees Celsius (Maximum)",Water Quality,Training,Location ID,Date
33,0.0027290448343079,0.935897435897436,0.0025540275049115,0.0026171875,0.6842105263157895,0.8902439024390244,0.7727272727272727,0.7874015748031497,0.28125,0.2628205128205128,0.2790697674418604,0.6759259259259258,True,21989793,2016-01-28
70,0.0026510721247563,0.935897435897436,0.0026129666011787,0.0026171875,0.7105263157894738,0.8902439024390244,0.7954545454545455,0.7952755905511811,0.25625,0.2211538461538461,0.2616279069767442,0.6851851851851851,True,21989793,2016-01-29
107,0.0026315789473684,0.935897435897436,0.0025736738703339,0.00259765625,0.7236842105263158,0.8902439024390244,0.8030303030303031,0.7952755905511811,0.259375,0.2147435897435897,0.2848837209302325,0.6851851851851851,True,21989793,2016-01-30
144,0.0025730994152046,0.9230769230769232,0.0025540275049115,0.00255859375,0.6973684210526316,0.8902439024390244,0.7727272727272727,0.7637795275590551,0.309375,0.2756410256410256,0.3430232558139535,0.6759259259259258,True,21989793,2016-01-31
181,0.0025730994152046,0.9230769230769232,0.0025540275049115,0.00255859375,0.6513157894736843,0.8902439024390244,0.7348484848484849,0.7401574803149606,0.3875,0.3717948717948718,0.3866279069767442,0.6759259259259258,True,21989793,2016-02-01
218,0.0025925925925925,0.9230769230769232,0.0025736738703339,0.002578125,0.6513157894736843,0.8902439024390244,0.7196969696969697,0.7086614173228347,0.425,0.391025641025641,0.4534883720930233,0.6759259259259258,True,21989793,2016-02-02
255,0.0025730994152046,0.858974358974359,0.0004715127701375,0.00138671875,0.6052631578947368,0.8414634146341464,0.6818181818181819,0.6929133858267718,0.475,0.4423076923076923,0.5116279069767442,0.6759259259259258,True,21989793,2016-02-03
292,0.0021052631578947,0.8974358974358975,0.0013359528487229,0.00177734375,0.6578947368421053,0.8658536585365854,0.7348484848484849,0.7165354330708662,0.375,0.3397435897435897,0.4011627906976744,0.6666666666666666,True,21989793,2016-02-04
329,0.0023001949317738,0.9230769230769232,0.0019253438113948,0.0021484375,0.7105263157894738,0.878048780487805,0.7954545454545455,0.7874015748031497,0.28125,0.2532051282051282,0.3081395348837209,0.6666666666666666,True,21989793,2016-02-05
366,0.0022417153996101,0.9230769230769232,0.0020235756385068,0.0021484375,0.7368421052631579,0.878048780487805,0.8181818181818182,0.8267716535433072,0.25625,0.2211538461538461,0.2674418604651162,0.6666666666666666,True,21989793,2016-02-06
