Unnamed: 0,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)","pH, water, unfiltered, field, standard units (Maximum)","pH, water, unfiltered, field, standard units (Minimum)","Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)","Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)","Dissolved oxygen, water, unfiltered, milligrams per liter (Maximum)","Dissolved oxygen, water, unfiltered, milligrams per liter (Mean)","Dissolved oxygen, water, unfiltered, milligrams per liter (Minimum)","Temperature, water, degrees Celsius (Mean)","Temperature, water, degrees Celsius (Minimum)","Temperature, water, degrees Celsius (Maximum)",Water Quality,Training,Location ID,Date
24,0.0021832358674463,0.8974358974358975,0.0019449901768172,0.00203125,0.7105263157894738,0.853658536585366,0.8030303030303031,0.8110236220472442,0.284375,0.2724358974358974,0.2936046511627907,0.6481481481481481,True,2336410,2016-01-28
61,0.0019298245614035,0.8974358974358975,0.0019056974459724,0.0019140625,0.7368421052631579,0.853658536585366,0.8181818181818182,0.8267716535433072,0.259375,0.2275641025641025,0.2848837209302325,0.6574074074074073,True,2336410,2016-01-29
98,0.0019103313840155,0.8974358974358975,0.0019056974459724,0.00189453125,0.7500000000000001,0.853658536585366,0.8257575757575758,0.8267716535433072,0.25625,0.2083333333333333,0.2936046511627907,0.6574074074074073,True,2336410,2016-01-30
135,0.0019103313840155,0.8974358974358975,0.00188605108055,0.00189453125,0.7236842105263158,0.853658536585366,0.8030303030303031,0.7874015748031497,0.296875,0.2628205128205128,0.3226744186046512,0.6574074074074073,True,2336410,2016-01-31
172,0.0018908382066276,0.8974358974358975,0.00188605108055,0.001875,0.6776315789473685,0.853658536585366,0.7575757575757576,0.7480314960629921,0.375,0.3461538461538462,0.3924418604651163,0.6574074074074073,True,2336410,2016-02-01
209,0.0021247563352826,0.8846153846153847,0.0018271119842829,0.00189453125,0.6644736842105263,0.853658536585366,0.7272727272727273,0.7007874015748032,0.421875,0.391025641025641,0.4418604651162791,0.6574074074074073,True,2336410,2016-02-02
246,0.0021247563352826,0.8205128205128206,0.0004322200392927,0.00123046875,0.618421052631579,0.7926829268292683,0.6893939393939394,0.6929133858267718,0.453125,0.4198717948717949,0.4709302325581395,0.6481481481481481,True,2336410,2016-02-03
283,0.0016569200779727,0.8461538461538461,0.0013752455795677,0.00154296875,0.6710526315789473,0.8292682926829269,0.7424242424242425,0.7244094488188976,0.35625,0.3044871794871795,0.3808139534883721,0.6296296296296295,True,2336410,2016-02-04
320,0.0017933723196881,0.8717948717948718,0.0016699410609037,0.00173828125,0.7302631578947368,0.8414634146341464,0.8106060606060606,0.8031496062992126,0.259375,0.2307692307692307,0.2761627906976744,0.6481481481481481,True,2336410,2016-02-05
357,0.001812865497076,0.8846153846153847,0.0018074656188605,0.00181640625,0.7500000000000001,0.8414634146341464,0.8333333333333334,0.84251968503937,0.240625,0.2051282051282051,0.2616279069767442,0.6481481481481481,True,2336410,2016-02-06
394,0.0018323586744639,0.8846153846153847,0.0018271119842829,0.0018359375,0.7500000000000001,0.8414634146341464,0.8333333333333334,0.8346456692913387,0.2375,0.1923076923076923,0.2703488372093023,0.6481481481481481,True,2336410,2016-02-07
431,0.0018323586744639,0.8846153846153847,0.0018467583497053,0.0018359375,0.7368421052631579,0.853658536585366,0.8257575757575758,0.84251968503937,0.240625,0.2147435897435897,0.2558139534883721,0.6481481481481481,True,2336410,2016-02-08
